nCFe,dEmi,hEmi,xProd,qCom,vUnCom,vProd
042308,20240723,175323,BRIOCHE 270g,1.0000,15.000,15.00
041539,20240705,160940,BRIOCHE 270g,1.0000,15.000,15.00
041539,20240705,160940,Pain au Chocolat,1.0000,12.000,12.00
041649,20240709,110200,PAO DA CASA,1.0000,15.000,15.00
041649,20240709,110200,broa de fuba,1.0000,15.000,15.00
041649,20240709,110200,broa de fuba,1.0000,15.000,15.00
041649,20240709,110200,Brownie 180,1.0000,15.000,15.00
041649,20240709,110200,Brownie 180,1.0000,15.000,15.00
041798,20240712,112411,BRIOCHE 270g,1.0000,15.000,15.00
041798,20240712,112411,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041798,20240712,112411,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041798,20240712,112411,PAO DE CEBOLA,1.0000,20.000,20.00
041709,20240710,160313,PAO DA CASA,1.0000,15.000,15.00
041709,20240710,160313,BRIOCHE 270g,1.0000,15.000,15.00
042133,20240719,123504,Pain au Chocolat,1.0000,12.000,12.00
042133,20240719,123504,PAO DE AZEITONAS,1.0000,20.000,20.00
042614,20240730,151637,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042614,20240730,151637,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041396,20240703,130310,broa de fuba,1.0000,15.000,15.00
041396,20240703,130310,PAO MULTIGRAOS,1.0000,20.000,20.00
042608,20240730,140518,PAO MULTIGRAOS,1.0000,20.000,20.00
042593,20240730,104013,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042593,20240730,104013,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041343,20240702,144249,100 INTEGRAL,1.0000,17.000,17.00
042101,20240719,085921,PAO DE AZEITONAS,1.0000,20.000,20.00
041465,20240704,143854,Pao de Provolone,1.0000,20.000,20.00
041686,20240710,113138,100 INTEGRAL,1.0000,17.000,17.00
041686,20240710,113138,PAO DA CASA,1.0000,15.000,15.00
041686,20240710,113138,100 INTEGRAL,1.0000,17.000,17.00
041544,20240705,165533,100 INTEGRAL,1.0000,17.000,17.00
041544,20240705,165533,Croissant,1.0000,9.000,9.00
041544,20240705,165533,Croissant,1.0000,9.000,9.00
041544,20240705,165533,broa de fuba,1.0000,15.000,15.00
041810,20240712,125404,100 INTEGRAL,1.0000,17.000,17.00
041810,20240712,125404,100 INTEGRAL,1.0000,17.000,17.00
042094,20240718,172319,PAO DA CASA,1.0000,15.000,15.00
042233,20240720,122943,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041789,20240712,101338,PAO DE CEBOLA,1.0000,20.000,20.00
041789,20240712,101338,PAO DE GORGONZOLA,2.0000,25.000,50.00
041789,20240712,101338,PAO DE AZEITONAS,1.0000,20.000,20.00
041789,20240712,101338,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041789,20240712,101338,BRIOCHE 270g,1.0000,15.000,15.00
041789,20240712,101338,Brownie 180,1.0000,15.000,15.00
042466,20240726,140650,PAO DA CASA,1.0000,15.000,15.00
042466,20240726,140650,PAO DA CASA,1.0000,15.000,15.00
042466,20240726,140650,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042466,20240726,140650,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042466,20240726,140650,broa de fuba,1.0000,15.000,15.00
042372,20240725,090730,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042372,20240725,090730,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041592,20240706,111408,ITALIANO,1.0000,15.000,15.00
042213,20240720,103024,100 INTEGRAL,1.0000,17.000,17.00
041830,20240712,161006,CINNAMON ROLL,1.0000,12.000,12.00
041830,20240712,161006,CINNAMON ROLL,1.0000,12.000,12.00
041830,20240712,161006,PAO DE CEBOLA,1.0000,20.000,20.00
041962,20240716,125207,100 INTEGRAL,1.0000,17.000,17.00
042277,20240723,120429,100 INTEGRAL,1.0000,17.000,17.00
041518,20240705,131440,PAO DE CEBOLA,1.0000,20.000,20.00
041518,20240705,131440,PAO DE CEBOLA,1.0000,20.000,20.00
041518,20240705,131440,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041518,20240705,131440,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041518,20240705,131440,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041518,20240705,131440,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041518,20240705,131440,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042267,20240723,101951,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042544,20240727,122450,100 INTEGRAL,1.0000,17.000,17.00
042544,20240727,122450,100 INTEGRAL,1.0000,17.000,17.00
042121,20240719,111616,PAO DE AZEITONAS,1.0000,20.000,20.00
041882,20240713,103453,100 INTEGRAL,1.0000,17.000,17.00
042689,20240731,171005,PAO DA CASA,1.0000,15.000,15.00
042468,20240726,143033,Croissant,1.0000,9.000,9.00
042468,20240726,143033,Croissant,1.0000,9.000,9.00
042468,20240726,143033,Croissant,1.0000,9.000,9.00
041532,20240705,153651,PAO DA CASA,1.0000,15.000,15.00
042059,20240718,100755,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042059,20240718,100755,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042059,20240718,100755,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042221,20240720,110222,PAO DA CASA,1.0000,15.000,15.00
042221,20240720,110222,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042221,20240720,110222,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041680,20240710,104919,CINNAMON ROLL,1.0000,12.000,12.00
041680,20240710,104919,Pao de Provolone,1.0000,20.000,20.00
041690,20240710,120744,COOKIE GOTAS DE CHOCOLATE,2.0000,5.000,10.00
041690,20240710,120744,broa de fuba,1.0000,15.000,15.00
041351,20240702,161009,CINNAMON ROLL,1.0000,12.000,12.00
041351,20240702,161009,CINNAMON ROLL,1.0000,12.000,12.00
041351,20240702,161009,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041351,20240702,161009,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042512,20240727,093724,PAO DA CASA,1.0000,15.000,15.00
041868,20240713,091821,ITALIANO,1.0000,15.000,15.00
042618,20240730,160422,BRIOCHE 270g,1.0000,15.000,15.00
042618,20240730,160422,BRIOCHE 270g,1.0000,15.000,15.00
042618,20240730,160422,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042618,20240730,160422,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042618,20240730,160422,broa de fuba,1.0000,15.000,15.00
041477,20240704,163506,PAO DA CASA,1.0000,15.000,15.00
042478,20240726,160915,PAO DE AZEITONAS,4.0000,20.000,80.00
041494,20240704,180222,BRIOCHE 270g,1.0000,15.000,15.00
041494,20240704,180222,BRIOCHE 270g,1.0000,15.000,15.00
041448,20240704,111122,Pao de Provolone,2.0000,20.000,40.00
041844,20240712,171600,PAO DA CASA,1.0000,15.000,15.00
041844,20240712,171600,100 INTEGRAL,1.0000,17.000,17.00
041844,20240712,171600,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041844,20240712,171600,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041844,20240712,171600,Pain au Chocolat,1.0000,12.000,12.00
042532,20240727,111211,Croissant,1.0000,9.000,9.00
042532,20240727,111211,Pain au Chocolat,1.0000,12.000,12.00
041890,20240713,105904,ITALIANO,1.0000,15.000,15.00
041890,20240713,105904,PAO DE AZEITONAS,1.0000,20.000,20.00
041890,20240713,105904,PAO DE CEBOLA,1.0000,20.000,20.00
041857,20240713,083217,PAO DA CASA,1.0000,15.000,15.00
042494,20240726,171902,Croissant,1.0000,9.000,9.00
042494,20240726,171902,Pain au Chocolat,1.0000,12.000,12.00
042494,20240726,171902,PAO DE AZEITONAS,1.0000,20.000,20.00
041598,20240706,113005,PAO DA CASA,1.0000,15.000,15.00
041598,20240706,113005,broa de fuba,1.0000,15.000,15.00
041598,20240706,113005,Brownie 180,1.0000,15.000,15.00
042447,20240726,114113,100 INTEGRAL,1.0000,17.000,17.00
042447,20240726,114113,PAO DE GORGONZOLA,1.0000,25.000,25.00
042201,20240720,093454,PAO DA CASA,1.0000,15.000,15.00
042201,20240720,093454,broa de fuba,1.0000,15.000,15.00
041745,20240711,122632,PAO DA CASA,1.0000,15.000,15.00
041512,20240705,124646,PAO DA CASA,1.0000,15.000,15.00
041512,20240705,124646,broa de fuba,1.0000,15.000,15.00
041512,20240705,124646,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041822,20240712,145436,PAO DE AZEITONAS,1.0000,20.000,20.00
042357,20240724,162804,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042037,20240717,160928,CINNAMON ROLL,1.0000,12.000,12.00
042037,20240717,160928,CINNAMON ROLL,1.0000,12.000,12.00
042037,20240717,160928,CINNAMON ROLL,1.0000,12.000,12.00
041916,20240713,125328,PAO DE GORGONZOLA,1.0000,25.000,25.00
042486,20240726,164237,PAO DE GORGONZOLA,1.0000,25.000,25.00
041972,20240716,144535,100 INTEGRAL,1.0000,17.000,17.00
042653,20240731,115828,PAO DA CASA,1.0000,15.000,15.00
042653,20240731,115828,Pao de Provolone,1.0000,20.000,20.00
042653,20240731,115828,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041828,20240712,155651,Pain au Chocolat,2.0000,12.000,24.00
041828,20240712,155651,Croissant,2.0000,9.000,18.00
041828,20240712,155651,100 INTEGRAL,1.0000,17.000,17.00
041442,20240704,100750,PAO DA CASA,1.0000,15.000,15.00
041442,20240704,100750,CINNAMON ROLL,1.0000,12.000,12.00
042162,20240719,155614,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042580,20240727,160223,PAO DA CASA,1.0000,15.000,15.00
041862,20240713,085306,PAO DE GORGONZOLA,1.0000,25.000,25.00
042047,20240717,172452,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042287,20240723,145652,PAO DA CASA,1.0000,15.000,15.00
041808,20240712,123532,PAO DE GORGONZOLA,1.0000,25.000,25.00
041808,20240712,123532,broa de fuba,1.0000,15.000,15.00
041808,20240712,123532,Brownie 180,2.0000,15.000,30.00
041700,20240710,135915,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042658,20240731,123058,PAO DA CASA,1.0000,15.000,15.00
042658,20240731,123058,PAO MULTIGRAOS,1.0000,20.000,20.00
041930,20240713,144727,BRIOCHE 270g,1.0000,15.000,15.00
041930,20240713,144727,BRIOCHE 270g,1.0000,15.000,15.00
041930,20240713,144727,broa de fuba,1.0000,15.000,15.00
041930,20240713,144727,broa de fuba,1.0000,15.000,15.00
041572,20240706,094804,BRIOCHE 270g,1.0000,15.000,15.00
041572,20240706,094804,broa de fuba,1.0000,15.000,15.00
041572,20240706,094804,Brownie 180,1.0000,15.000,15.00
041791,20240712,102517,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041431,20240704,083330,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042052,20240717,173421,PAO MULTIGRAOS,1.0000,20.000,20.00
042421,20240725,172251,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042421,20240725,172251,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042421,20240725,172251,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041474,20240704,155716,PAO DA CASA,1.0000,15.000,15.00
041474,20240704,155716,PAO DA CASA,1.0000,15.000,15.00
041474,20240704,155716,PAO DA CASA,1.0000,15.000,15.00
041450,20240704,113429,Pao de queijo 12 UNID,1.0000,25.000,25.00
042556,20240727,131500,PAO DA CASA,1.0000,15.000,15.00
042556,20240727,131500,ITALIANO,1.0000,15.000,15.00
041888,20240713,104624,PAO DE CEBOLA,1.0000,20.000,20.00
041938,20240716,083004,PAO DA CASA,1.0000,15.000,15.00
041938,20240716,083004,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041983,20240716,162342,100 INTEGRAL,2.0000,17.000,34.00
041983,20240716,162342,PAO DA CASA,1.0000,15.000,15.00
041983,20240716,162342,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042196,20240720,085639,PAO DA CASA,1.0000,15.000,15.00
041944,20240716,095708,PAO DA CASA,1.0000,15.000,15.00
042363,20240724,170659,PAO DA CASA,1.0000,15.000,15.00
042363,20240724,170659,PAO DA CASA,1.0000,15.000,15.00
042488,20240726,164438,PAO DA CASA,1.0000,15.000,15.00
041957,20240716,114349,100 INTEGRAL,1.0000,17.000,17.00
041957,20240716,114349,CINNAMON ROLL,1.0000,12.000,12.00
041926,20240713,141359,PAO DA CASA,1.0000,15.000,15.00
042474,20240726,153521,PAO DE CEBOLA,1.0000,20.000,20.00
041578,20240706,101947,CINNAMON ROLL,1.0000,12.000,12.00
041578,20240706,101947,broa de fuba,1.0000,15.000,15.00
042330,20240724,110839,PAO DA CASA,1.0000,15.000,15.00
041870,20240713,092858,PAO DA CASA,1.0000,15.000,15.00
041870,20240713,092858,100 INTEGRAL,1.0000,17.000,17.00
041870,20240713,092858,CINNAMON ROLL,1.0000,12.000,12.00
041870,20240713,092858,broa de fuba,1.0000,15.000,15.00
041349,20240702,155737,PAO DA CASA,1.0000,15.000,15.00
042438,20240726,100922,100 INTEGRAL,1.0000,17.000,17.00
042263,20240723,100804,BRIOCHE 270g,1.0000,15.000,15.00
042400,20240725,161237,Pao de Provolone,1.0000,20.000,20.00
042249,20240720,150137,PAO DA CASA,1.0000,15.000,15.00
042298,20240723,170036,PAO DA CASA,1.0000,15.000,15.00
042298,20240723,170036,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042298,20240723,170036,COOKIE GOTAS DE CHOCOLATE,2.0000,5.000,10.00
042040,20240717,164335,100 INTEGRAL,1.0000,17.000,17.00
042040,20240717,164335,broa de fuba,1.0000,15.000,15.00
042255,20240720,153316,PAO DA CASA,1.0000,15.000,15.00
042255,20240720,153316,PAO DE AZEITONAS,1.0000,20.000,20.00
042255,20240720,153316,broa de fuba,1.0000,15.000,15.00
041747,20240711,124816,PAO DA CASA,1.0000,15.000,15.00
041747,20240711,124816,100 INTEGRAL,1.0000,17.000,17.00
042451,20240726,121328,PAO DA CASA,1.0000,15.000,15.00
041415,20240703,162828,100 INTEGRAL,1.0000,17.000,17.00
041415,20240703,162828,PAO MULTIGRAOS,1.0000,20.000,20.00
041991,20240716,170521,PAO DA CASA,1.0000,15.000,15.00
041703,20240710,141022,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042087,20240718,162320,PAO DA CASA,1.0000,15.000,15.00
042087,20240718,162320,PAO DA CASA,1.0000,15.000,15.00
041643,20240709,092122,PAO MULTIGRAOS,1.0000,20.000,20.00
041670,20240709,154833,PAO DA CASA,1.0000,15.000,15.00
041670,20240709,154833,CINNAMON ROLL,1.0000,12.000,12.00
041670,20240709,154833,CINNAMON ROLL,1.0000,12.000,12.00
041670,20240709,154833,CINNAMON ROLL,1.0000,12.000,12.00
042668,20240731,132131,100 INTEGRAL,1.0000,17.000,17.00
042322,20240724,091554,PAO DA CASA,1.0000,15.000,15.00
042322,20240724,091554,Pao de Provolone,1.0000,20.000,20.00
041934,20240713,154258,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041723,20240710,180227,PAO DA CASA,1.0000,15.000,15.00
042674,20240731,143257,PAO DA CASA,1.0000,15.000,15.00
042674,20240731,143257,PAO MULTIGRAOS,1.0000,20.000,20.00
042674,20240731,143257,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042701,20240731,174841,Pao de Provolone,1.0000,20.000,20.00
042701,20240731,174841,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042701,20240731,174841,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042181,20240719,174604,PAO DA CASA,1.0000,15.000,15.00
042678,20240731,153235,PAO DA CASA,1.0000,15.000,15.00
042089,20240718,163749,CINNAMON ROLL,1.0000,12.000,12.00
042089,20240718,163749,Pao de Provolone,1.0000,20.000,20.00
042089,20240718,163749,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042089,20240718,163749,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042089,20240718,163749,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042089,20240718,163749,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042089,20240718,163749,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041755,20240711,140609,PAO DA CASA,1.0000,15.000,15.00
041801,20240712,120127,PAO DA CASA,1.0000,15.000,15.00
042443,20240726,113355,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041407,20240703,145537,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041711,20240710,160638,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041651,20240709,111342,COOKIE GOTAS DE CHOCOLATE,3.0000,5.000,15.00
042271,20240723,110533,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042271,20240723,110533,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042157,20240719,152552,100 INTEGRAL,1.0000,17.000,17.00
041470,20240704,151222,Pao de Provolone,1.0000,20.000,20.00
042337,20240724,125915,PAO MULTIGRAOS,1.0000,20.000,20.00
041674,20240710,093157,Pao de Provolone,1.0000,20.000,20.00
041674,20240710,093157,PAO DA CASA,1.0000,15.000,15.00
041365,20240702,173818,Brownie 180,1.0000,15.000,15.00
041365,20240702,173818,CINNAMON ROLL,1.0000,12.000,12.00
041376,20240703,092651,PAO MULTIGRAOS,1.0000,20.000,20.00
041497,20240705,083731,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041497,20240705,083731,PAO DA CASA,1.0000,15.000,15.00
042354,20240724,161744,PAO MULTIGRAOS,1.0000,20.000,20.00
042380,20240725,110020,100 INTEGRAL,1.0000,17.000,17.00
042380,20240725,110020,PAO DA CASA,1.0000,15.000,15.00
042380,20240725,110020,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042075,20240718,150444,Pao de Provolone,1.0000,20.000,20.00
041427,20240703,173842,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042497,20240726,174943,PAO DA CASA,1.0000,15.000,15.00
041666,20240709,153304,PAO MULTIGRAOS,1.0000,20.000,20.00
042639,20240731,091759,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042639,20240731,091759,broa de fuba,1.0000,15.000,15.00
041761,20240711,153139,Pao de Provolone,1.0000,20.000,20.00
042333,20240724,113230,COOKIE GOTAS DE CHOCOLATE,30.0000,5.000,150.00
042333,20240724,113230,PAO DA CASA,1.0000,15.000,15.00
041978,20240716,154600,PAO DA CASA,1.0000,15.000,15.00
041729,20240711,092331,PAO DA CASA,1.0000,15.000,15.00
041665,20240709,152205,PAO DA CASA,1.0000,15.000,15.00
042360,20240724,165523,100 INTEGRAL,1.0000,17.000,17.00
042360,20240724,165523,broa de fuba,1.0000,15.000,15.00
041560,20240706,081217,ITALIANO,1.0000,15.000,15.00
042313,20240724,080803,Pao de Provolone,1.0000,20.000,20.00
042695,20240731,173837,Pao de Provolone,1.0000,20.000,20.00
041980,20240716,160453,PAO MULTIGRAOS,1.0000,20.000,20.00
041980,20240716,160453,PAO MULTIGRAOS,1.0000,20.000,20.00
041947,20240716,104139,CINNAMON ROLL,1.0000,12.000,12.00
041712,20240710,161149,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041712,20240710,161149,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041652,20240709,111721,100 INTEGRAL,1.0000,17.000,17.00
042272,20240723,113703,PAO DA CASA,1.0000,15.000,15.00
042272,20240723,113703,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041385,20240703,113125,PAO MULTIGRAOS,1.0000,20.000,20.00
042144,20240719,140144,100 INTEGRAL,1.0000,17.000,17.00
042144,20240719,140144,Pao de queijo 12 UNID,1.0000,25.000,25.00
042377,20240725,103308,100 INTEGRAL,1.0000,17.000,17.00
042377,20240725,103308,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042068,20240718,114822,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042068,20240718,114822,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041773,20240711,171041,PAO DA CASA,1.0000,15.000,15.00
042321,20240724,090144,PAO DA CASA,1.0000,15.000,15.00
042321,20240724,090144,BRIOCHE 270g,1.0000,15.000,15.00
042321,20240724,090144,COOKIE GOTAS DE CHOCOLATE,2.0000,5.000,10.00
042038,20240717,161133,Pao de Provolone,1.0000,20.000,20.00
041904,20240713,115105,Brownie 180,1.0000,15.000,15.00
041904,20240713,115105,PAO DE AZEITONAS,1.0000,20.000,20.00
042507,20240727,091155,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042507,20240727,091155,PAO DE AZEITONAS,1.0000,20.000,20.00
042507,20240727,091155,broa de fuba,1.0000,15.000,15.00
042112,20240719,102019,PAO DA CASA,1.0000,15.000,15.00
042410,20240725,165230,100 INTEGRAL,1.0000,17.000,17.00
042410,20240725,165230,CINNAMON ROLL,2.0000,12.000,24.00
042410,20240725,165230,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042599,20240730,124642,CINNAMON ROLL,2.0000,12.000,24.00
042599,20240730,124642,100 INTEGRAL,1.0000,17.000,17.00
042599,20240730,124642,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042182,20240719,175940,Croissant,1.0000,9.000,9.00
042182,20240719,175940,Croissant,1.0000,9.000,9.00
042182,20240719,175940,Croissant,1.0000,9.000,9.00
042182,20240719,175940,Croissant,1.0000,9.000,9.00
042182,20240719,175940,broa de fuba,1.0000,15.000,15.00
042078,20240718,151043,PAO DA CASA,2.0000,15.000,30.00
042078,20240718,151043,Brownie 180,1.0000,15.000,15.00
042078,20240718,151043,BRIOCHE 270g,1.0000,15.000,15.00
042629,20240730,173631,PAO DA CASA,1.0000,15.000,15.00
042629,20240730,173631,broa de fuba,1.0000,15.000,15.00
042609,20240730,143616,PAO DA CASA,1.0000,15.000,15.00
042592,20240730,103751,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042592,20240730,103751,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041397,20240703,130553,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041397,20240703,130553,CINNAMON ROLL,1.0000,12.000,12.00
042256,20240720,154229,100 INTEGRAL,1.0000,17.000,17.00
042256,20240720,154229,100 INTEGRAL,1.0000,17.000,17.00
042256,20240720,154229,BRIOCHE 270g,1.0000,15.000,15.00
042256,20240720,154229,BRIOCHE 270g,1.0000,15.000,15.00
042256,20240720,154229,broa de fuba,1.0000,15.000,15.00
042256,20240720,154229,Croissant,6.0000,9.000,54.00
042615,20240730,155327,PAO MULTIGRAOS,1.0000,20.000,20.00
041740,20240711,114420,Pao de Provolone,1.0000,20.000,20.00
042132,20240719,121140,PAO DA CASA,1.0000,15.000,15.00
042132,20240719,121140,Pain au Chocolat,1.0000,12.000,12.00
042527,20240727,105117,PAO DA CASA,3.0000,15.000,45.00
042452,20240726,122238,PAO DE GORGONZOLA,2.0000,25.000,50.00
042452,20240726,122238,PAO DE AZEITE E ALECRIM,2.0000,20.000,40.00
041718,20240710,170138,100 INTEGRAL,1.0000,17.000,17.00
041658,20240709,114735,PAO DA CASA,1.0000,15.000,15.00
041992,20240716,171223,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042085,20240718,162114,BRIOCHE 270g,1.0000,15.000,15.00
042085,20240718,162114,BRIOCHE 270g,1.0000,15.000,15.00
042085,20240718,162114,broa de fuba,1.0000,15.000,15.00
041788,20240712,094545,PAO DA CASA,1.0000,15.000,15.00
041529,20240705,144522,PAO DE AZEITONAS,1.0000,20.000,20.00
041529,20240705,144522,Croissant,1.0000,9.000,9.00
041811,20240712,132746,PAO DA CASA,1.0000,15.000,15.00
041811,20240712,132746,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042095,20240718,172450,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042095,20240718,172450,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042095,20240718,172450,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042383,20240725,115707,PAO DA CASA,1.0000,15.000,15.00
041563,20240706,083551,PAO DA CASA,1.0000,15.000,15.00
042173,20240719,165747,PAO DA CASA,1.0000,15.000,15.00
042173,20240719,165747,CINNAMON ROLL,1.0000,12.000,12.00
041464,20240704,142554,PAO DA CASA,1.0000,15.000,15.00
042402,20240725,161634,100 INTEGRAL,1.0000,17.000,17.00
042402,20240725,161634,BRIOCHE 270g,1.0000,15.000,15.00
042402,20240725,161634,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042100,20240719,084934,PAO DA CASA,1.0000,15.000,15.00
042100,20240719,084934,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042100,20240719,084934,broa de fuba,1.0000,15.000,15.00
042120,20240719,111152,PAO DA CASA,1.0000,15.000,15.00
042120,20240719,111152,broa de fuba,1.0000,15.000,15.00
042120,20240719,111152,Croissant,1.0000,9.000,9.00
041883,20240713,104059,broa de fuba,2.0000,15.000,30.00
041883,20240713,104059,Croissant,1.0000,9.000,9.00
041883,20240713,104059,Croissant,1.0000,9.000,9.00
041677,20240710,102104,PAO DA CASA,1.0000,15.000,15.00
042422,20240725,173322,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042422,20240725,173322,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042422,20240725,173322,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042549,20240727,123958,PAO DA CASA,1.0000,15.000,15.00
042549,20240727,123958,PAO DA CASA,1.0000,15.000,15.00
042549,20240727,123958,CINNAMON ROLL,1.0000,12.000,12.00
042549,20240727,123958,broa de fuba,1.0000,15.000,15.00
042549,20240727,123958,Pain au Chocolat,1.0000,12.000,12.00
042555,20240727,131300,100 INTEGRAL,1.0000,17.000,17.00
042195,20240720,085607,PAO DA CASA,1.0000,15.000,15.00
042195,20240720,085607,Pao de queijo 12 UNID,1.0000,25.000,25.00
041831,20240712,161539,PAO DE CEBOLA,1.0000,20.000,20.00
041963,20240716,125953,PAO DA CASA,1.0000,15.000,15.00
041963,20240716,125953,BRIOCHE 270g,1.0000,15.000,15.00
041963,20240716,125953,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041509,20240705,123930,PAO DA CASA,1.0000,15.000,15.00
041509,20240705,123930,PAO DA CASA,1.0000,15.000,15.00
041509,20240705,123930,PAO DE GORGONZOLA,1.0000,25.000,25.00
042189,20240720,081845,PAO DA CASA,1.0000,15.000,15.00
042440,20240726,101622,broa de fuba,1.0000,15.000,15.00
042619,20240730,160825,PAO DA CASA,1.0000,15.000,15.00
042619,20240730,160825,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042619,20240730,160825,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041869,20240713,092013,PAO DA CASA,1.0000,15.000,15.00
041869,20240713,092013,PAO DA CASA,1.0000,15.000,15.00
042058,20240718,093109,PAO DA CASA,1.0000,15.000,15.00
042006,20240717,093149,PAO DA CASA,1.0000,15.000,15.00
042006,20240717,093149,broa de fuba,1.0000,15.000,15.00
